,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER
322,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_drive_forward.wav,d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10,42-45,german,male
323,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_left_hander.wav,d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10,42-45,german,male
324,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_go_forward.wav,d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10,42-45,german,male
325,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10/d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10_your_word.wav,d86b6cc4-b457-4b54-b13e-c4b207501f42_2020-08-29_18-53-10,42-45,german,male
326,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_go_backward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
327,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_right_away.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
328,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_stop.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
329,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_air_fright.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
330,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_go_on.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
331,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_fright.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
332,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_clefting.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
333,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_move_left.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
334,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_drive_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
335,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_go_away.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
336,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_don_t_go_left.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
337,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_turn_left.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
338,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_move_forward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
339,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_drawback.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
340,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_forward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
341,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_scan_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
342,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_turn_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
343,theft,0,theft,8,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_theft.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
344,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_placard.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
345,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
346,drive_left,1,drive left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_drive_left.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
347,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_left.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
348,byte,0,byte,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_byte.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
349,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_straightforward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
350,felt,0,felt,1,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_felt.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
351,right_left,0,right left,0,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_right_left.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
352,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_go_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
353,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_drive_backward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
354,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_drive_ahead.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
355,write,0,write,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_write.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
356,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_grith.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
357,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_left_hander.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
358,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_move_backward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
359,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_bad_word.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
360,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_go_forward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
361,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_don_t_go_backward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
362,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_go_left.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
363,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_scan_left.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
364,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_don_t_go_forward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
365,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_your_word.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
366,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_do_a_barrel_roll.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
367,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_move_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
368,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_don_t_go_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
369,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_forwardness.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
370,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_drive_forward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
371,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_manufactured.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
372,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_go_back.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
373,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_left_right.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
374,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_rightmost.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
375,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_wright.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
376,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_backward.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
377,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_leftmost.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
378,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_backwardness.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
379,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26/8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26_right_hander.wav,8d154a3e-033e-45cc-be81-2e9bc444317f_2020-08-19_20-11-26,22-25,german,female
380,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_move_right.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male
381,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_don_t_go_right.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male
382,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_forward.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male
383,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_move_left.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male
384,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_manufactured.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male
385,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_don_t_go_forward.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male
386,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_drive_backward.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male
387,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_left.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male
388,byte,0,byte,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_byte.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male
389,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23/a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23_turn_right.wav,a4bf8a48-7b2f-4dd4-8f5f-fde8827800ea_2020-08-19_22-05-23,18-21,german,male
